food_code,food_name,primarysource,energy_kj,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,sfa_mg,mufa_mg,pufa_mg,cholesterol_mg,calcium_mg,phosphorus_mg,magnesium_mg,sodium_mg,potassium_mg,iron_mg,copper_mg,selenium_ug,chromium_mg,manganese_mg,molybdenum_mg,zinc_mg,vita_ug,vite_mg,vitd2_ug,vitd3_ug,vitk1_ug,vitk2_ug,folate_ug,vitb1_mg,vitb2_mg,vitb3_mg,vitb5_mg,vitb6_mg,vitb7_ug,vitb9_ug,vitc_mg,carotenoids_ug,servings_unit,unit_serving_energy_kj,unit_serving_energy_kcal,unit_serving_carb_g,unit_serving_protein_g,unit_serving_fat_g,unit_serving_freesugar_g,unit_serving_fibre_g,unit_serving_sfa_mg,unit_serving_mufa_mg,unit_serving_pufa_mg,unit_serving_cholesterol_mg,unit_serving_calcium_mg,unit_serving_phosphorus_mg,unit_serving_magnesium_mg,unit_serving_sodium_mg,unit_serving_potassium_mg,unit_serving_iron_mg,unit_serving_copper_mg,unit_serving_selenium_ug,unit_serving_chromium_mg,unit_serving_manganese_mg,unit_serving_molybdenum_mg,unit_serving_zinc_mg,unit_serving_vita_ug,unit_serving_vite_mg,unit_serving_vitd2_ug,unit_serving_vitd3_ug,unit_serving_vitk1_ug,unit_serving_vitk2_ug,unit_serving_folate_ug,unit_serving_vitb1_mg,unit_serving_vitb2_mg,unit_serving_vitb3_mg,unit_serving_vitb5_mg,unit_serving_vitb6_mg,unit_serving_vitb7_ug,unit_serving_vitb9_ug,unit_serving_vitc_mg,unit_serving_carotenoids_ug
ASC001,Hot tea (Garam Chai),asc_manual,68.1615219116211,16.1442985534668,2.58194756507874,0.387885987758637,0.532066524028778,2.57600951194763,0,321.496429443359,144.180526733398,16.3895492553711,0,14.2042751312256,11.5011873245239,1.03562939167023,3.11876463890076,13.9453678131104,0.0216152034699917,0.00591448927298188,0.112826600670815,0.000475059408927336,0.00225653196685016,0,0.0410926379263401,0,0.0261282660067081,0,0,0.00192399055231363,0,0.856294572353363,0.00356294517405331,0.0132066505029798,0.00950118713080883,0.0406650826334953,0.00475059356540442,0.242280289530754,0.856294572353363,0.238717332482338,23.7529697418213,tea cup,143.479995727539,33.9837493896484,5.43499994277954,0.816500008106232,1.12000000476837,5.42249965667725,0,676.75,303.5,34.5,0,29.8999996185303,24.2099990844727,2.17999982833862,6.5649995803833,29.3549995422363,0.0455000028014183,0.0124500002712011,0.237499997019768,0.00100000004749745,0.0047499998472631,0,0.0865000039339066,0,0.0549999997019768,0,0,0.00405000010505319,0,1.80250000953674,0.00749999983236194,0.0277999993413687,0.0199999995529652,0.0856000036001205,0.00999999977648258,0.509999990463257,1.80250000953674,0.502499997615814,50
ASC002,Instant coffee,asc_manual,97.7666702270508,23.1558322906494,3.65333342552185,0.640666663646698,0.746666669845581,3.61500000953674,0,451.166656494141,202.33332824707,23,0,20.8666667938232,18.1866664886475,3.63333320617676,4.91666650772095,44.5,0.0609999969601631,0.0123333334922791,0.218333333730698,0.000666666659526527,0.0156666673719883,0,0.0649999976158142,0,0.0366666689515114,0,0,0.0286666657775641,0,1.24500000476837,0.0052666668780148,0.0197333339601755,0.178666666150093,0.0566666647791863,0.00679999962449074,0.776666641235352,1.24500000476837,0.33500000834465,33.3333320617676,tea cup,439.950012207031,104.201248168945,16.4400005340576,2.88299989700317,3.35999989509583,16.2674999237061,0,2030.25,910.5,103.5,0,93.9000015258789,81.8399963378906,16.3500003814697,22.125,200.25,0.274499982595444,0.0555000007152557,0.982499957084656,0.00300000002607703,0.0705000013113022,0,0.292499989271164,0,0.165000006556511,0,0,0.128999993205071,0,5.60249996185303,0.023700000718236,0.0888000056147575,0.804000020027161,0.254999995231628,0.0306000001728535,3.49499988555908,5.60249996185303,1.50750005245209,150
ASC003,Espreso coffee,asc_manual,216.996841430664,51.5433731079102,6.62050485610962,1.74700307846069,2.13817024230957,6.53375387191773,0,1291.671875,580.15771484375,66.2145080566406,0,58.1040992736816,50.249210357666,8.57413291931152,13.9779176712036,103.864349365234,0.147634074091911,0.0382018946111202,0.563091456890106,0.00189274444710463,0.0343848578631878,0,0.191482648253441,0,0.105394326150417,0,0,0.0542586781084538,0,3.48738169670105,0.0147634074091911,0.0548895932734013,0.352681368589401,0.161829650402069,0.0192113555967808,1.81072556972504,3.48738169670105,0.95110410451889,94.6372222900391,tea cup,343.940002441406,81.6962509155273,10.4934997558594,2.76899981498718,3.38899993896484,10.3559999465942,0,2047.30004882813,919.549987792969,104.949996948242,0,92.0950012207031,79.6449966430664,13.5900001525879,22.1549987792969,164.625,0.233999997377396,0.0605500005185604,0.8924999833107,0.00300000002607703,0.0544999986886978,0,0.30349999666214,0,0.167050004005432,0,0,0.0860000029206276,0,5.52750015258789,0.0234000012278557,0.0870000049471855,0.559000015258789,0.256500005722046,0.0304499994963408,2.87000012397766,5.52750015258789,1.50750005245209,150
ASC004,Iced tea,asc_manual,44.0906219482422,10.3421878814697,2.70156240463257,0.0279687494039536,0.0109374998137355,2.70156240463257,0,5.46875,0,5.46875,0,1.1796875,0.584375023841858,0.390624970197678,0.234375,5.21562480926514,0.0214062500745058,0.0030625001527369,0.0546875,0,0.000937500037252903,0,0.00796874985098839,0,0,0,0,0.00168750004377216,0,0.401562511920929,0.00164062494877726,0.000671875022817403,0.00546874990686774,0.00681249983608723,0.00273437495343387,0.00624999962747097,0.401562511920929,1.859375,0.21875,tall glass,141.089996337891,33.0950012207031,8.64499950408936,0.0894999951124191,0.0350000001490116,8.64499950408936,0,17.5,0,17.5,0,3.77499985694885,1.87000000476837,1.25,0.75,16.6900005340576,0.0684999972581863,0.00980000011622906,0.174999997019768,0,0.00300000002607703,0,0.0254999995231628,0,0,0,0,0.00540000014007092,0,1.2849999666214,0.00524999992921948,0.00215000007301569,0.0175000000745058,0.0218000002205372,0.0087500000372529,0.0199999995529652,1.2849999666214,5.94999980926514,0.699999988079071
ASC005,Raw mango drink (Aam panna),asc_manual,152.394790649414,35.9182205200195,9.04746723175049,0.157034456729889,0.0263407826423645,7.49084711074829,0.612025141716003,6.13826847076416,5.88819360733032,9.43063259124756,0,7.07774686813355,3.33519554138184,4.24860334396362,79.8249740600586,31.4529800415039,0.135460898280144,0.0258193667978048,0.047700185328722,0.00218715076334775,0.0522299818694592,0.010614525526762,0.0290176905691624,0,0.172458112239838,1.46030724048615,0,3.44366860389709,0,5.23355674743652,0.00406890129670501,0.00453445035964251,0.0529050268232822,0.0257169455289841,0.0251489747315645,0.272984176874161,5.23355674743652,16.8721046447754,167.186218261719,tall glass,409.179992675781,96.4404144287109,24.2924499511719,0.421637505292892,0.0707250013947487,20.1129245758057,1.64328753948212,16.4812507629395,15.8098001480103,25.3212490081787,0,19.0037498474121,8.95499992370606,11.4075002670288,214.330047607422,84.4512481689453,0.36371248960495,0.0693250000476837,0.128075003623962,0.00587250012904406,0.140237495303154,0.0285000000149012,0.0779125019907951,0,0.463050007820129,3.92092490196228,0,9.24625015258789,0,14.0521001815796,0.010924999602139,0.0121749993413687,0.142049998044968,0.0690499991178513,0.0675249993801117,0.732962489128113,14.0521001815796,45.3015975952148,448.894989013672
ASC006,Fruit Punch (with fresh juices),asc_manual,153.887283325195,36.1168441772461,9.38059139251709,0.139348939061165,0.032502043992281,9.24563789367676,0.0600549317896366,6.20665597915649,1.30173516273499,10.0820264816284,0,5.06800937652588,10.2424974441528,3.1966712474823,2.6321382522583,33.4328117370606,0.101978562772274,0.00980095006525517,0.0305418539792299,0.000262705871136859,0.126043707132339,0.00284751108847559,0.0225660670548677,0,0.0464970991015434,0.0491333454847336,0,0.561272025108337,0,4.51407670974731,0.0167085528373718,0.00430497759953141,0.040735024958849,0.0433192811906338,0.0141213592141867,0.15240615606308,4.51407670974731,7.61277484893799,45.5349464416504,tall glass,837.662292480469,196.596618652344,51.0618400573731,0.758525013923645,0.176919996738434,50.3272399902344,0.326900005340576,33.7849998474121,7.08580017089844,54.8800010681152,0,27.586950302124,55.7534980773926,17.4006004333496,14.3276500701904,181.98649597168,0.555105030536652,0.0533499978482723,0.166250005364418,0.00143000006210059,0.686100006103516,0.0154999997466803,0.122834995388985,0,0.253100007772446,0.267450004816055,0,3.05520009994507,0,24.5716991424561,0.0909504964947701,0.0234335009008646,0.221735000610352,0.235801994800568,0.0768674984574318,0.829600036144257,24.5716991424561,41.4389991760254,247.862640380859
ASC007,Fruit Punch (with squashes),asc_manual,98.2245254516602,23.1282825469971,5.98985576629639,0.0723448097705841,0.01683852635324,5.88343906402588,0.168226152658463,5.23004579544067,1.63140988349915,7.07369184494019,0,3.30087399482727,9.2650671005249,1.88433575630188,2.25748014450073,16.6498947143555,0.0614724531769753,0.00700030801817775,0.0354490056633949,0.000493203580845147,0.0818558782339096,0.0021875964011997,0.0118995299562812,0,0.0279614590108395,0.0536358840763569,0,0.652341246604919,0,1.81589376926422,0.0046636569313705,0.00242296187207103,0.0179452504962683,0.0164670329540968,0.00843566935509443,0.078176736831665,1.81589376926422,2.99949288368225,55.6862373352051,tall glass,493.907318115234,116.297096252441,30.1190910339355,0.363775014877319,0.0846699997782707,29.5839900970459,0.845899999141693,26.2985000610352,8.20330047607422,35.5690002441406,0,16.5979499816895,46.5880012512207,9.47509956359863,11.3514003753662,83.7215042114258,0.309105008840561,0.0351999998092651,0.178249999880791,0.00248000002466142,0.41159999370575,0.0109999999403954,0.0598350018262863,0,0.140599995851517,0.269699990749359,0,3.28020000457764,0,9.13094997406006,0.0234504994004965,0.0121834995225072,0.0902349948883057,0.0828019976615906,0.0424175001680851,0.393099993467331,9.13094997406006,15.0825004577637,280.009887695313
ASC008,Lemonade,asc_manual,88.6614151000977,20.7989826202393,5.4785680770874,0.0348174683749676,0.010450966656208,5.47195386886597,0.0168647095561028,4.65282726287842,0.037881176918745,5.30279159545898,0,1.83965635299683,0.668575525283814,0.730136036872864,28.5236072540283,5.73013591766357,0.0479169674217701,0.00730136036872864,0.0738439559936523,0.000180386545252986,0.00303507503122091,0.00286327837966383,0.0116678597405553,0,0.00131710816640407,0.0096492487937212,0,0.469577670097351,0,0.604151725769043,0.00134574086405337,0.00097351468866691,0.00641374383121729,0.00612741569057107,0.00263421609997749,0.00632784515619278,0.604151725769043,1.50940585136414,53.6950569152832,glass,309.649993896484,72.6404495239258,19.1338996887207,0.1216000020504,0.0364999994635582,19.1107997894287,0.058899998664856,16.25,0.13230000436306,18.5200004577637,0,6.42499971389771,2.33500003814697,2.54999995231628,99.6186981201172,20.0125007629395,0.167350009083748,0.025500001385808,0.25789999961853,0.000630000024102628,0.0105999996885657,0.00999999977648258,0.0407499969005585,0,0.00460000010207295,0.0337000004947186,0,1.63999998569489,0,2.10999989509583,0.00469999993219972,0.00340000004507601,0.0223999992012978,0.021399999037385,0.00920000020414591,0.0220999997109175,2.10999989509583,5.27159976959229,187.529998779297
ASC009,Lem-o-gin,asc_manual,91.6327972412109,21.5173645019531,5.55196905136108,0.0807568356394768,0.0281009096652269,5.38445663452148,0.129194110631943,9.41135311126709,1.46602666378021,13.2011213302612,0,2.1978976726532,1.5871057510376,1.86391031742096,28.1348152160645,14.1660823822021,0.0868535414338112,0.00988086871802807,0.0722915232181549,0.000449894869234413,0.0839103013277054,0.00308339181356132,0.0196215827018023,0,0.00801681820303202,0.0954309776425362,0,0.996846497058868,0,0.818920791149139,0.00215837405994535,0.00179397338069975,0.0151086198166013,0.0110441483557224,0.006783461663872,0.0286895595490932,0.818920791149139,1.59182894229889,59.4828300476074,glass,326.899993896484,76.7631988525391,19.8066501617432,0.288100004196167,0.100249998271465,19.2090492248535,0.460900008678436,33.5750007629395,5.2300500869751,47.0950012207031,0,7.84100008010864,5.66199970245361,6.64950037002564,100.370948791504,50.5374984741211,0.309850007295609,0.0352500006556511,0.25789999961853,0.00160499999765307,0.299349993467331,0.0109999999403954,0.0700000002980232,0,0.0285999998450279,0.340449988842011,0,3.55625009536743,0,2.92149996757507,0.00769999995827675,0.00640000030398369,0.0538999997079372,0.0394000001251698,0.0241999998688698,0.102350004017353,2.92149996757507,5.67884969711304,212.204986572266
ASC010,Cumin infused water (Jeere/Zeere ka pani),asc_manual,38.227222442627,9.08980655670166,1.864382147789,0.169516786932945,0.110490590333939,1.46160089969635,0.463533759117126,14.501070022583,40.0364570617676,33.5278472900391,0,10.8438215255737,4.47207689285278,5.28011798858643,189.595123291016,32.151237487793,0.31502029299736,0.0174843240529299,0.129450380802155,0.0019173736218363,0.233412027359009,0.0169679094105959,0.0427369959652424,0,0.0134931765496731,0.57188493013382,0,1.76872003078461,0,0.92672073841095,0.00966433063149452,0.0032976760994643,0.0490077473223209,0.010947990231216,0.0065953521989286,0.0347989685833454,0.92672073841095,1.06627810001373,64.0936889648438,glass,129.542495727539,30.8030815124512,6.31792497634888,0.574450016021729,0.374424993991852,4.95300006866455,1.57080006599426,49.1404991149902,135.673553466797,113.617500305176,0,36.746997833252,15.1547498703003,17.8929996490479,642.490478515625,108.952499389648,1.06752502918243,0.0592500008642674,0.438674986362457,0.0064974999986589,0.790975034236908,0.0575000010430813,0.144824996590614,0,0.0457249991595745,1.93797504901886,0,5.99375009536743,0,3.14042496681213,0.0327499993145466,0.0111750001087785,0.166075006127357,0.0371000021696091,0.022350000217557,0.117925003170967,3.14042496681213,3.61334991455078,217.197494506836
